timeStamp,elapsed,label,responseCode,responseMessage,threadName,success,failureMessage,bytes,grpThreads,allThreads,Latency,SampleCount,ErrorCount,Hostname
1404321355323,21016,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-120,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,90,90,0,1,1,PC-078
1404321373086,3275,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-175,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,89,89,0,1,1,PC-078
1404321373105,3290,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-188,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,88,88,0,1,1,PC-078
1404321373159,3287,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-93,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,87,87,0,1,1,PC-078
1404321373143,3303,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-166,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,87,87,0,1,1,PC-078
1404321373102,3350,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-197,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,85,85,0,1,1,PC-078
1404321373595,3268,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-178,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,84,84,0,1,1,PC-078
1404321373723,3248,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-146,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,83,83,0,1,1,PC-078
1404321373721,3259,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-22,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,82,82,0,1,1,PC-078
1404321373744,3300,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-62,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,81,81,0,1,1,PC-078
1404321373733,3313,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-190,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,80,80,0,1,1,PC-078
1404321373933,3264,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-150,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,79,79,0,1,1,PC-078
1404321373945,3289,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-115,false,"Test failed: text expected to contain /""status"":1/",1901,78,78,0,1,1,PC-078
1404321373956,3278,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-102,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,78,78,0,1,1,PC-078
1404321373934,3301,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-87,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,76,76,0,1,1,PC-078
1404321374085,3275,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-83,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,75,75,0,1,1,PC-078
1404321374198,3260,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-28,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,74,74,0,1,1,PC-078
1404321374294,3254,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-167,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,73,73,0,1,1,PC-078
1404321374300,3255,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-152,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,72,72,0,1,1,PC-078
1404321374296,3260,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-9,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,71,71,0,1,1,PC-078
1404321374303,3266,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-144,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,70,70,0,1,1,PC-078
1404321374333,3249,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-44,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,69,69,0,1,1,PC-078
1404321374352,3248,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-100,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,68,68,0,1,1,PC-078
1404321374346,3255,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-11,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,68,68,0,1,1,PC-078
1404321374433,3255,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-64,false,"Test failed: text expected to contain /""status"":1/",1901,66,66,0,1,1,PC-078
1404321374501,3248,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-157,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,65,65,0,1,1,PC-078
1404321374805,3251,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-128,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,64,64,0,1,1,PC-078
1404321374835,3245,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-196,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,63,63,0,1,1,PC-078
1404321374873,3272,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-78,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,62,62,0,1,1,PC-078
1404321374898,3303,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-191,false,"Test failed: text expected to contain /""status"":1/",1901,61,61,0,1,1,PC-078
1404321374879,3322,获取验证码值,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-114,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,61,61,0,1,1,PC-078
1404321374877,3325,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-123,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,61,61,0,1,1,PC-078
1404321374984,3244,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-79,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,58,58,0,1,1,PC-078
1404321374994,3248,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-180,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,57,57,0,1,1,PC-078
1404321375073,3269,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-58,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,56,56,0,1,1,PC-078
1404321369138,9240,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-109,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,55,55,0,1,1,PC-078
1404321375197,3302,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-104,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,54,54,0,1,1,PC-078
1404321375314,3258,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-173,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,53,53,0,1,1,PC-078
1404321369338,9250,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-25,false,"Test failed: text expected to contain /""status"":1/",1901,52,52,0,1,1,PC-078
1404321375324,3267,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-103,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,51,51,0,1,1,PC-078
1404321375364,3263,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-70,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,50,50,0,1,1,PC-078
1404321375402,3269,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-24,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,49,49,0,1,1,PC-078
1404321375535,3265,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-19,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,48,48,0,1,1,PC-078
1404321375518,3282,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-177,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,48,48,0,1,1,PC-078
1404321375502,3299,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-21,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,46,46,0,1,1,PC-078
1404321375533,3268,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-184,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,46,46,0,1,1,PC-078
1404321375537,3266,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-86,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,44,44,0,1,1,PC-078
1404321375537,3271,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-61,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,43,43,0,1,1,PC-078
1404321375581,3235,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-124,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,42,42,0,1,1,PC-078
1404321375623,3238,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-27,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,41,41,0,1,1,PC-078
1404321375614,3249,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-18,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,40,40,0,1,1,PC-078
1404321375568,3297,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-67,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,39,39,0,1,1,PC-078
1404321375524,3342,检查是否登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-126,false,"Test failed: text expected to contain /""status"":1/",1901,38,38,0,1,1,PC-078
1404321375634,3269,获取验证码,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-74,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,37,37,0,1,1,PC-078
1404321375750,3250,验证验证码是否正确,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-117,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,36,36,0,1,1,PC-078
1404321375739,3262,验证用户名是否存在,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-20,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,36,36,0,1,1,PC-078
1404321375787,3263,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-147,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,34,34,0,1,1,PC-078
1404321375746,3391,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-163,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,33,33,0,1,1,PC-078
1404321370091,9241,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-13,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,32,32,0,1,1,PC-078
1404321370092,9240,登录,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-111,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,32,32,0,1,1,PC-078
1404321370093,9244,查询存款订单,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-84,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,30,30,0,1,1,PC-078
1404321370091,9250,存款,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket operation on nonsocket: connect,现金会员 1-158,false,"Test failed: code expected to equal /

****** received  : [[[Non HTTP response code: java.net.SocketException]]]

****** comparison: [[[200                                             ]]]

/",1901,29,29,0,1,1,PC-078
